nature,date,heures,consommation,thermique,nucléaire,eolien,solaire,hydraulique,pompage,bioénergies,stockage_batterie,déstockage_batterie,eolien_terrestre,eolien_offshore,ech._physiques,flux_physiques_d'auvergne-rhône-alpes_vers_auvergne-rhône-alpes,flux_physiques_de_bourgogne-franche-comté_vers_auvergne-rhône-alpes,flux_physiques_de_bretagne_vers_auvergne-rhône-alpes,flux_physiques_de_centre-val_de_loire_vers_auvergne-rhône-alpes,flux_physiques_de_grand-est_vers_auvergne-rhône-alpes,flux_physiques_de_hauts-de-france_vers_auvergne-rhône-alpes,flux_physiques_d'ile-de-france_vers_auvergne-rhône-alpes,flux_physiques_de_normandie_vers_auvergne-rhône-alpes,flux_physiques_de_nouvelle-aquitaine_vers_auvergne-rhône-alpes,flux_physiques_d'occitanie_vers_auvergne-rhône-alpes,flux_physiques_de_pays-de-la-loire_vers_auvergne-rhône-alpes,flux_physiques_de_paca_vers_auvergne-rhône-alpes,flux_physiques_de_auvergne-rhône-alpes_vers_auvergne-rhône-alpes,flux_physiques_de_auvergne-rhône-alpes_vers_bourgogne-franche-comté,flux_physiques_de_auvergne-rhône-alpes_vers_bretagne,flux_physiques_de_auvergne-rhône-alpes_vers_centre-val_de_loire,flux_physiques_de_auvergne-rhône-alpes_vers_grand-est,flux_physiques_de_auvergne-rhône-alpes_vers_hauts-de-france,flux_physiques_de_auvergne-rhône-alpes_vers_ile-de-france,flux_physiques_de_auvergne-rhône-alpes_vers_normandie,flux_physiques_de_auvergne-rhône-alpes_vers_nouvelle-aquitaine,flux_physiques_de_auvergne-rhône-alpes_vers_occitanie,flux_physiques_de_auvergne-rhône-alpes_vers_pays-de-la-loire,flux_physiques_de_auvergne-rhône-alpes_vers_paca,flux_physiques_allemagne_vers_auvergne-rhône-alpes,flux_physiques_belgique_vers_auvergne-rhône-alpes,flux_physiques_espagne_vers_auvergne-rhône-alpes,flux_physiques_italie_vers_auvergne-rhône-alpes,flux_physiques_luxembourg_vers_auvergne-rhône-alpes,flux_physiques_royaume-uni_vers_auvergne-rhône-alpes,flux_physiques_suisse_vers_auvergne-rhône-alpes,flux_physiques_de_auvergne-rhône-alpes_vers_allemagne,flux_physiques_de_auvergne-rhône-alpes_vers_belgique,flux_physiques_de_auvergne-rhône-alpes_vers_espagne,flux_physiques_de_auvergne-rhône-alpes_vers_italie,flux_physiques_de_auvergne-rhône-alpes_vers_luxembourg,flux_physiques_de_auvergne-rhône-alpes_vers_royaume-uni,flux_physiques_de_auvergne-rhône-alpes_vers_suisse,tco_thermique_(%),tch_thermique_(%),tco_nucléaire_(%),tch_nucléaire_(%),tco_eolien_(%),tch_eolien_(%),tco_solaire_(%),tch_solaire_(%),tco_hydraulique_(%),tch_hydraulique_(%),tco_bioénergies_(%),tch_bioénergies_(%)
Données définitives,2022-03-23,02:30:00,7784.0,87.0,9731.0,234.0,0.0,1513.0,-808.0,127.0,0.0,0.0,0.0,0.0,-3101.0,,,,,,,,,,,,,,168.0,,56.0,,,,,62.0,3664.0,,542.0,,,,,,,,,,,759.0,,,713.0,1.12,8.28,125.01,71.71,3.01,32.73,0.0,0.0,19.44,13.46,1.63,58.53
Données définitives,2022-06-22,08:00:00,6921.0,357.0,9051.0,229.0,122.0,3047.0,-169.0,124.0,0.0,0.0,0.0,0.0,-5840.0,,,,,,,,,,,,,,907.0,,493.0,,,,,31.0,3911.0,,386.0,,,,,,,,,,,1563.0,,,230.0,5.16,33.46,130.78,66.7,3.31,33.43,1.76,7.76,44.03,26.58,1.79,65.26
Données temps réel,2025-11-03,12:00:00,7084.0,94.0,8853.0,141.0,1439.0,3095.0,-804.0,66.0,0,0,,,-5800.0,,818,,233,,,,,29,673,,324,,-1146,,-21,,,,,-111,-1015,,-21,,,,0,,,0,,,,-4020,,,-1316,1.33,9.56,124.97,65.24,1.99,19.26,20.31,42.2,43.69,27.03,0.93,34.92
Données consolidées,2024-06-29,15:30:00,6205.0,8.0,6085.0,285.0,706.0,3723.0,-818.0,119.0,0.0,0.0,0.0,0.0,-3903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.8,98.07,44.84,4.59,38.46,11.38,31.62,60.0,32.66,1.92,62.96
Données définitives,2022-02-18,15:00:00,8214.0,199.0,10855.0,404.0,608.0,2536.0,-1519.0,128.0,0.0,0.0,0.0,0.0,-4998.0,,,,,,,,,,,,,,31.0,,1.0,,,,,75.0,4729.0,,319.0,,,,,,,,,,,2224.0,,,991.0,2.42,18.72,132.15,79.99,4.92,58.98,7.4,40.72,30.87,22.14,1.56,67.02
Données définitives,2021-02-28,21:30:00,7469.0,213.0,9681.0,69.0,0.0,4402.0,-7.0,125.0,0,0,0,0,-7012.0,,54,,347,,,,,32,717,,468,,2042,,97,,,,,159,2842,,189,,,,0,,,7,,,,1511,,,1797,2.85,19.78,129.62,71.34,0.92,12.34,0.0,0.0,58.94,37.32,1.67,66.84
Données définitives,2023-05-21,19:00:00,5129.0,10.0,8524.0,6.0,234.0,3814.0,-13.0,116.0,0.0,0.0,0.0,0.0,-7562.0,,,,,,,,,,,,,,1721.0,,0.0,,,,,24.0,3043.0,,418.0,,,,,,,,,,,2695.0,,,1076.0,0.19,1.02,166.19,62.82,0.12,0.83,4.56,12.84,74.36,33.45,2.26,60.73
Données définitives,2021-05-22,23:00:00,6308.0,12.0,9551.0,137.0,0.0,5491.0,-4.0,119.0,0,0,0,0,-8996.0,,96,,2,,,,,112,238,,143,,1639,,273,,,,,206,4451,,150,,,,0,,,4,,,,2368,,,503,0.19,1.11,151.41,70.38,2.17,22.2,0.0,0.0,87.05,46.59,1.89,63.64
Données définitives,2023-12-10,12:30:00,7729.0,140.0,11163.0,110.0,871.0,3370.0,-626.0,116.0,0.0,0.0,0.0,0.0,-7414.0,,,,,,,,,,,,,,2077.0,,0.0,,,,,137.0,2802.0,,169.0,,,,,,,,,,,2802.0,,,2385.0,1.81,13.99,144.43,82.26,1.42,14.84,11.27,39.01,43.6,29.56,1.5,61.38
Données définitives,2021-04-17,02:00:00,7475.0,434.0,8423.0,259.0,0.0,2232.0,-3.0,109.0,0,0,0,0,-3979.0,,1110,,280,,,,,82,120,,139,,609,,1,,,,,34,3746,,554,,,,0,,,147,,,,450,,,460,5.81,40.3,112.68,62.07,3.46,46.33,0.0,0.0,29.86,18.92,1.46,58.29
Données définitives,2021-04-28,12:00:00,7708.0,359.0,8324.0,163.0,239.0,2678.0,-3.0,108.0,0,0,0,0,-4161.0,,1154,,531,,,,,135,72,,74,,249,,0,,,,,33,4917,,601,,,,9,,,622,,,,619,,,339,4.66,33.33,107.99,61.34,2.11,29.16,3.1,20.08,34.74,22.71,1.4,57.75
Données définitives,2023-09-08,19:00:00,6480.0,12.0,8567.0,21.0,216.0,3800.0,-13.0,113.0,0.0,0.0,0.0,0.0,-6237.0,,,,,,,,,,,,,,2319.0,,195.0,,,,,102.0,3539.0,,325.0,,,,,,,,,,,1331.0,,,101.0,0.19,1.19,132.21,63.13,0.32,2.9,3.33,10.2,58.64,33.32,1.74,60.11
Données définitives,2022-09-14,08:30:00,6963.0,303.0,7037.0,259.0,28.0,1873.0,-14.0,125.0,0.0,0.0,0.0,0.0,-2647.0,,,,,,,,,,,,,,704.0,,101.0,,,,,22.0,3355.0,,172.0,,,,,,,,,,,757.0,,,552.0,4.35,28.4,101.06,51.86,3.72,37.81,0.4,1.78,26.9,16.34,1.8,65.79
Données définitives,2021-04-02,08:30:00,7393.0,13.0,8511.0,40.0,101.0,3413.0,-2.0,114.0,0,0,0,0,-4795.0,,1068,,584,,,,,69,269,,127,,816,,0,,,,,132,3532,,368,,,,0,,,89,,,,1904,,,248,0.18,1.21,115.12,62.72,0.54,7.16,1.37,8.49,46.17,28.94,1.54,60.96
Données consolidées,2024-01-31,22:00:00,8106.0,132.0,9783.0,71.0,0.0,4036.0,-14.0,127.0,0.0,0.0,0.0,0.0,-6030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,13.19,120.69,72.09,0.88,9.58,0.0,0.0,49.79,35.4,1.57,67.2
Données temps réel,2025-04-15,09:30:00,7152.0,25.0,10752.0,101.0,399.0,3517.0,-1.0,61.0,0,0,,,-7703.0,,34,,86,,,,,15,543,,264,,-1940,,0,,,,,-148,-2276,,-29,,,,0,,,176,,,,-2816,,,-958,0.35,2.5,150.34,79.23,1.41,13.63,5.58,17.87,49.18,30.85,0.85,32.28
Données définitives,2023-10-06,22:00:00,5926.0,7.0,8657.0,26.0,0.0,1802.0,-12.0,100.0,0.0,0.0,0.0,0.0,-4654.0,,,,,,,,,,,,,,50.0,,2.0,,,,,28.0,4112.0,,436.0,,,,,,,,,,,2470.0,,,479.0,0.12,0.7,146.09,63.8,0.44,3.59,0.0,0.0,30.41,15.8,1.69,53.19
Données définitives,2022-02-15,13:30:00,10319.0,268.0,10694.0,293.0,460.0,3222.0,-8.0,126.0,0.0,0.0,0.0,0.0,-4736.0,,,,,,,,,,,,,,187.0,,13.0,,,,,57.0,4299.0,,463.0,,,,,,,,,,,1938.0,,,831.0,2.6,25.21,103.63,78.81,2.84,42.77,4.46,30.81,31.22,28.13,1.22,65.97
Données définitives,2021-12-08,13:00:00,10632.0,642.0,11679.0,55.0,197.0,3789.0,-93.0,102.0,0,0,0,0,-5739.0,,383,,358,,,,,136,326,,119,,754,,328,,,,,248,5562,,621,,,,282,,,684,,,,0,,,514,6.04,59.01,109.85,86.06,0.52,7.71,1.85,13.94,35.64,33.07,0.96,53.68
Données temps réel,2025-05-04,10:00:00,4890.0,28.0,7844.0,30.0,470.0,2228.0,-1157.0,61.0,0,0,,,-4616.0,,72,,2,,,,,2,111,,68,,-1102,,-92,,,,,-48,-2960,,-45,,,,277,,,252,,,,-3,,,-408,0.57,2.8,160.41,57.8,0.61,4.05,9.61,21.05,45.56,19.54,1.25,32.28
Données définitives,2021-11-27,22:00:00,8533.0,272.0,11747.0,124.0,0.0,1712.0,-870.0,123.0,0,0,0,0,-4575.0,,1266,,538,,,,,111,304,,141,,242,,149,,,,,72,6547,,827,,,,982,,,429,,,,0,,,511,3.19,25.0,137.67,86.57,1.45,17.39,0.0,0.0,20.06,14.94,1.44,64.74
Données temps réel,2025-09-18,20:00:00,6780.0,311.0,8443.0,23.0,17.0,4005.0,0.0,66.0,0,0,,,-6085.0,,419,,325,,,,,149,118,,90,,-766,,0,,,,,-55,-3893,,-169,,,,0,,,981,,,,-1946,,,-344,4.59,31.57,124.53,62.22,0.34,3.14,0.25,0.52,59.07,34.98,0.97,32.84
Données définitives,2022-08-21,05:30:00,4453.0,48.0,5876.0,127.0,0.0,1271.0,-891.0,119.0,0.0,0.0,0.0,0.0,-2098.0,,,,,,,,,,,,,,38.0,,14.0,,,,,13.0,2671.0,,318.0,,,,,,,,,,,1346.0,,,416.0,1.08,4.5,131.96,43.3,2.85,18.54,0.0,0.0,28.54,11.09,2.67,62.63
Données définitives,2022-11-21,23:30:00,7726.0,176.0,6813.0,214.0,0.0,2321.0,-406.0,125.0,0.0,0.0,0.0,0.0,-1516.0,,,,,,,,,,,,,,25.0,,0.0,,,,,22.0,2931.0,,529.0,,,,,,,,,,,1750.0,,,698.0,2.28,16.49,88.18,50.21,2.77,31.24,0.0,0.0,30.04,20.25,1.62,65.79
Données définitives,2021-10-26,01:00:00,6549.0,415.0,11457.0,54.0,0.0,1608.0,-4.0,109.0,0,0,0,0,-7089.0,,806,,217,,,,,93,182,,161,,408,,182,,,,,77,5183,,453,,,,0,,,3,,,,1558,,,692,6.34,38.25,174.94,84.43,0.82,7.57,0.0,0.0,24.55,14.04,1.66,57.37
Données définitives,2021-05-08,02:00:00,6117.0,12.0,7326.0,49.0,0.0,4019.0,-171.0,102.0,0,0,0,0,-5220.0,,409,,195,,,,,68,324,,75,,726,,101,,,,,105,3910,,164,,,,0,,,185,,,,1158,,,312,0.2,1.11,119.76,53.99,0.8,7.94,0.0,0.0,65.7,34.1,1.67,54.55
Données définitives,2023-04-27,00:30:00,6372.0,14.0,10046.0,30.0,0.0,3195.0,-13.0,108.0,0.0,0.0,0.0,0.0,-7008.0,,,,,,,,,,,,,,521.0,,49.0,,,,,67.0,5187.0,,343.0,,,,,,,,,,,2124.0,,,499.0,0.22,1.43,157.66,74.03,0.47,4.15,0.0,0.0,50.14,28.02,1.69,56.54
Données définitives,2023-09-12,12:00:00,7135.0,12.0,8454.0,67.0,1228.0,1766.0,-13.0,107.0,0.0,0.0,0.0,0.0,-4486.0,,,,,,,,,,,,,,144.0,,14.0,,,,,35.0,4840.0,,300.0,,,,,,,,,,,1115.0,,,240.0,0.17,1.19,118.49,62.3,0.94,9.25,17.21,57.98,24.75,15.49,1.5,56.91
Données définitives,2023-09-28,02:00:00,5293.0,11.0,7581.0,106.0,0.0,1255.0,-914.0,112.0,0.0,0.0,0.0,0.0,-2858.0,,,,,,,,,,,,,,111.0,,0.0,,,,,6.0,4133.0,,391.0,,,,,,,,,,,1855.0,,,1028.0,0.21,1.09,143.23,55.87,2.0,14.64,0.0,0.0,23.71,11.01,2.12,59.57
Données consolidées,2024-07-28,07:30:00,4869.0,5.0,10698.0,46.0,78.0,2546.0,-726.0,116.0,0.0,0.0,0.0,0.0,-7894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.5,219.72,78.84,0.94,6.21,1.6,3.49,52.29,22.33,2.38,61.38
Données définitives,2021-04-20,12:00:00,7976.0,415.0,8467.0,19.0,785.0,1928.0,-3.0,105.0,0,0,0,0,-3738.0,,790,,319,,,,,50,281,,171,,1139,,138,,,,,20,2922,,236,,,,0,,,2,,,,221,,,674,5.2,38.53,106.16,62.39,0.24,3.4,9.84,65.97,24.17,16.35,1.32,56.15
Données définitives,2021-10-22,07:00:00,7329.0,314.0,10688.0,114.0,0.0,2006.0,-5.0,108.0,0,0,0,0,-5896.0,,955,,480,,,,,69,193,,122,,850,,69,,,,,73,3547,,365,,,,0,,,3,,,,2136,,,679,4.28,28.94,145.83,78.76,1.56,15.99,0.0,0.0,27.37,17.52,1.47,56.84
Données définitives,2023-04-22,15:30:00,6340.0,12.0,10195.0,311.0,420.0,1835.0,-1658.0,108.0,0.0,0.0,0.0,0.0,-4883.0,,,,,,,,,,,,,,685.0,,0.0,,,,,4.0,3068.0,,257.0,,,,,,,,,,,2002.0,,,937.0,0.19,1.23,160.8,75.13,4.91,43.02,6.62,23.05,28.94,16.09,1.7,56.54
Données définitives,2021-11-27,04:30:00,8170.0,279.0,11741.0,142.0,0.0,950.0,-1852.0,126.0,0,0,0,0,-3217.0,,1568,,723,,,,,77,222,,178,,180,,44,,,,,67,4469,,607,,,,98,,,135,,,,206,,,645,3.41,25.64,143.71,86.52,1.74,19.92,0.0,0.0,11.63,8.29,1.54,66.32
Données définitives,2023-09-27,17:30:00,6408.0,8.0,8037.0,33.0,475.0,2660.0,-399.0,118.0,0.0,0.0,0.0,0.0,-4524.0,,,,,,,,,,,,,,1279.0,,0.0,,,,,97.0,2744.0,,220.0,,,,,,,,,,,1943.0,,,325.0,0.12,0.8,125.42,59.23,0.51,4.56,7.41,22.43,41.51,23.33,1.84,62.77
Données définitives,2022-05-12,20:00:00,6812.0,51.0,6846.0,101.0,60.0,5403.0,-5.0,117.0,0.0,0.0,0.0,0.0,-5760.0,,,,,,,,,,,,,,1403.0,,35.0,,,,,158.0,1922.0,,216.0,,,,,,,,,,,2845.0,,,467.0,0.75,4.85,100.5,50.45,1.48,14.13,0.88,3.81,79.32,48.06,1.72,53.92
Données temps réel,2025-05-19,21:00:00,6301.0,27.0,11086.0,104.0,17.0,4250.0,0.0,60.0,0,0,,,-9245.0,,13,,46,,,,,16,501,,365,,-3457,,-337,,,,,-112,-2040,,-24,,,,0,,,49,,,,-3074,,,-668,0.43,2.7,175.94,81.69,1.65,14.04,0.27,0.76,67.45,37.28,0.95,31.75
Données définitives,2022-08-03,19:00:00,7022.0,345.0,7780.0,74.0,373.0,3619.0,-13.0,116.0,0.0,0.0,0.0,0.0,-5271.0,,,,,,,,,,,,,,735.0,,413.0,,,,,128.0,4781.0,,599.0,,,,,,,,,,,1096.0,,,154.0,4.91,32.33,110.79,57.33,1.05,10.8,5.31,23.71,51.54,31.57,1.65,61.05
Données définitives,2022-10-06,02:30:00,5734.0,87.0,4948.0,85.0,0.0,1424.0,-2031.0,95.0,0.0,0.0,0.0,0.0,1126.0,,,,,,,,,,,,,,121.0,,0.0,,,,,36.0,1871.0,,213.0,,,,,,,,,,,1336.0,,,261.0,1.52,8.15,86.29,36.46,1.48,12.41,0.0,0.0,24.83,12.42,1.66,50.0
Données définitives,2022-06-07,20:30:00,6527.0,251.0,7669.0,111.0,67.0,3836.0,-5.0,127.0,0.0,0.0,0.0,0.0,-5530.0,,,,,,,,,,,,,,1160.0,,472.0,,,,,138.0,3358.0,,195.0,,,,,,,,,,,1264.0,,,274.0,3.85,23.52,117.5,56.51,1.7,16.2,1.03,4.26,58.77,33.46,1.95,66.84
Données temps réel,2025-06-14,02:30:00,5169.0,26.0,8786.0,236.0,0.0,2963.0,-173.0,80.0,-5,0,,,-6743.0,,1023,,870,,,,,120,242,,121,,-1341,,0,,,,,-13,-2399,,-45,,,,0,,,0,,,,-3556,,,-1030,0.5,2.64,169.97,64.75,4.57,32.24,0.0,0.0,57.32,25.88,1.55,39.8
Données temps réel,2025-10-21,08:30:00,7206.0,23.0,8803.0,186.0,28.0,2864.0,0.0,66.0,0,0,,,-4763.0,,1337,,730,,,,,149,114,,107,,-668,,0,,,,,-137,-2359,,-106,,,,0,,,278,,,,-2567,,,-943,0.32,2.34,122.16,64.87,2.58,25.41,0.39,0.82,39.74,25.02,0.92,34.92
Données consolidées,2024-06-25,12:30:00,7515.0,2.0,7788.0,2.0,1771.0,3735.0,-620.0,112.0,0.0,0.0,0.0,0.0,-5275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.2,103.63,57.39,0.03,0.27,23.57,79.31,49.7,32.76,1.49,59.26
Données définitives,2022-02-28,23:30:00,9285.0,598.0,10630.0,229.0,0.0,3116.0,-8.0,135.0,0.0,0.0,0.0,0.0,-5416.0,,,,,,,,,,,,,,143.0,,303.0,,,,,94.0,6030.0,,737.0,,,,,,,,,,,623.0,,,641.0,6.44,56.26,114.49,78.33,2.47,33.43,0.0,0.0,33.56,27.21,1.45,70.68
Données consolidées,2024-03-10,15:30:00,6746.0,148.0,9473.0,49.0,835.0,2952.0,-318.0,134.0,0.0,0.0,0.0,0.0,-6528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,14.79,140.42,69.81,0.73,6.61,12.38,37.39,43.76,25.89,1.99,70.9
Données définitives,2021-02-02,18:30:00,9211.0,261.0,10573.0,186.0,0.0,3997.0,-8.0,112.0,0,0,0,0,-5911.0,,1776,,819,,,,,62,721,,218,,1138,,0,,,,,212,3628,,274,,,,0,,,7,,,,3014,,,1246,2.83,24.23,114.79,77.91,2.02,33.27,0.0,0.0,43.39,33.89,1.22,59.89
Données définitives,2023-04-09,11:30:00,6821.0,7.0,11822.0,23.0,1187.0,1438.0,-96.0,119.0,0.0,0.0,0.0,0.0,-7680.0,,,,,,,,,,,,,,2432.0,,280.0,,,,,109.0,3565.0,,255.0,,,,,,,,,,,1277.0,,,897.0,0.1,0.72,173.32,87.12,0.34,3.18,17.4,65.15,21.08,12.61,1.74,62.3
Données temps réel,2025-11-02,08:30:00,5404.0,91.0,8522.0,165.0,73.0,2717.0,-801.0,66.0,0,0,,,-5429.0,,2100,,629,,,,,91,186,,177,,-538,,0,,,,,-21,-2405,,-23,,,,0,,,0,,,,-3614,,,-1398,1.68,9.26,157.7,62.8,3.05,22.54,1.35,2.14,50.28,23.73,1.22,34.92
Données définitives,2021-05-26,14:00:00,7212.0,30.0,10503.0,32.0,817.0,3729.0,-5.0,124.0,0,0,0,0,-8017.0,,181,,0,,,,,73,328,,170,,1236,,213,,,,,93,3924,,97,,,,0,,,82,,,,2272,,,1016,0.42,2.78,145.63,77.4,0.44,5.19,11.33,64.33,51.71,31.64,1.72,66.31
Données consolidées,2024-05-26,16:30:00,5234.0,11.0,6036.0,62.0,597.0,2859.0,-1066.0,126.0,0.0,0.0,0.0,0.0,-3392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,1.1,115.32,44.48,1.18,8.37,11.41,26.74,54.62,25.08,2.41,66.67
Données définitives,2021-08-15,14:00:00,5654.0,5.0,8502.0,26.0,786.0,2057.0,-1074.0,117.0,0,0,0,0,-4765.0,,593,,516,,,,,125,48,,49,,190,,81,,,,,12,4999,,473,,,,0,,,40,,,,88,,,293,0.09,0.46,150.37,62.65,0.46,3.79,13.9,59.46,36.38,17.43,2.07,62.23
Données consolidées,2024-11-12,09:00:00,8280.0,542.0,11567.0,394.0,130.0,2023.0,-15.0,115.0,0.0,0.0,0.0,0.0,-6475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55,54.15,139.7,85.24,4.76,53.17,1.57,5.82,24.43,17.74,1.39,60.85
Données consolidées,2024-01-22,12:30:00,10174.0,141.0,9817.0,400.0,229.0,4139.0,-234.0,115.0,0.0,0.0,0.0,0.0,-4431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,14.09,96.49,72.34,3.93,53.98,2.25,10.26,40.68,36.3,1.13,60.85
Données définitives,2021-09-17,15:30:00,6812.0,67.0,8959.0,32.0,668.0,2046.0,-665.0,108.0,0,0,0,0,-4404.0,,1233,,986,,,,,70,232,,167,,416,,0,,,,,91,3622,,248,,,,0,,,12,,,,2018,,,710,0.98,6.18,131.52,66.02,0.47,4.67,9.81,49.01,30.04,17.34,1.59,57.45
Données consolidées,2024-04-03,11:30:00,8643.0,9.0,8471.0,365.0,600.0,3019.0,-309.0,113.0,0.0,0.0,0.0,0.0,-3625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.9,98.01,62.42,4.22,49.26,6.94,26.87,34.93,26.48,1.31,59.79
Données définitives,2021-10-15,06:00:00,7235.0,62.0,11560.0,112.0,0.0,1012.0,-622.0,90.0,0,0,0,0,-4979.0,,1731,,731,,,,,146,98,,144,,276,,0,,,,,23,4986,,526,,,,0,,,36,,,,1517,,,536,0.86,5.71,159.78,85.19,1.55,15.71,0.0,0.0,13.99,8.84,1.24,47.37
Données définitives,2023-10-17,07:30:00,6818.0,8.0,8716.0,154.0,0.0,2840.0,-12.0,101.0,0.0,0.0,0.0,0.0,-4988.0,,,,,,,,,,,,,,1960.0,,3.0,,,,,23.0,2271.0,,309.0,,,,,,,,,,,2179.0,,,756.0,0.12,0.8,127.84,64.23,2.26,21.27,0.0,0.0,41.65,24.91,1.48,53.72
Données définitives,2021-05-28,11:00:00,7206.0,69.0,10101.0,27.0,733.0,3434.0,-5.0,122.0,0,0,0,0,-7274.0,,63,,16,,,,,77,44,,404,,1446,,132,,,,,83,3448,,79,,,,0,,,106,,,,2070,,,728,0.96,6.39,140.17,74.44,0.37,4.38,10.17,57.72,47.65,29.14,1.69,65.24
Données définitives,2022-08-04,03:30:00,5451.0,390.0,7740.0,120.0,0.0,1678.0,-498.0,121.0,0.0,0.0,0.0,0.0,-4100.0,,,,,,,,,,,,,,98.0,,27.0,,,,,23.0,3054.0,,279.0,,,,,,,,,,,1910.0,,,778.0,7.15,36.55,141.99,57.04,2.2,17.52,0.0,0.0,30.78,14.64,2.22,63.68
Données consolidées,2024-03-16,09:30:00,6883.0,126.0,9251.0,121.0,602.0,3458.0,-1132.0,127.0,0.0,0.0,0.0,0.0,-5670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,12.59,134.4,68.17,1.76,16.33,8.75,26.96,50.24,30.33,1.85,67.2
Données définitives,2023-10-08,18:30:00,5410.0,8.0,8652.0,17.0,128.0,2146.0,-12.0,99.0,0.0,0.0,0.0,0.0,-5628.0,,,,,,,,,,,,,,1812.0,,1.0,,,,,31.0,2415.0,,306.0,,,,,,,,,,,2239.0,,,246.0,0.15,0.8,159.93,63.76,0.31,2.35,2.37,6.04,39.67,18.82,1.83,52.66
Données définitives,2021-06-14,15:30:00,7333.0,46.0,8959.0,34.0,815.0,4016.0,-248.0,88.0,0,0,0,0,-6378.0,,108,,328,,,,,62,146,,118,,738,,38,,,,,15,4453,,183,,,,0,,,595,,,,2046,,,262,0.63,4.26,122.17,66.02,0.46,5.14,11.11,63.23,54.77,34.07,1.2,47.06
Données définitives,2022-12-21,01:00:00,6953.0,142.0,10521.0,352.0,0.0,2080.0,-1537.0,118.0,0.0,0.0,0.0,0.0,-4722.0,,,,,,,,,,,,,,150.0,,0.0,,,,,18.0,3870.0,,463.0,,,,,,,,,,,1722.0,,,1382.0,2.04,14.5,151.32,77.53,5.06,48.69,0.0,0.0,29.92,18.24,1.7,61.78
Données temps réel,2025-01-05,10:00:00,7853.0,129.0,10191.0,419.0,213.0,3441.0,-1463.0,39.0,0,4,,,-5122.0,,2519,,1677,,,,,133,329,,203,,-523,,0,,,,,-33,-3422,,-349,,,,0,,,0,,,,-3188,,,-1636,1.64,12.89,129.77,75.1,5.34,56.55,2.71,9.54,43.82,30.18,0.5,20.63
Données définitives,2022-06-11,14:30:00,6136.0,11.0,6466.0,63.0,1263.0,1687.0,-1208.0,113.0,0.0,0.0,0.0,0.0,-2258.0,,,,,,,,,,,,,,200.0,,41.0,,,,,41.0,2771.0,,191.0,,,,,,,,,,,947.0,,,639.0,0.18,1.03,105.38,47.65,1.03,9.2,20.58,80.29,27.49,14.72,1.84,59.47
Données définitives,2022-09-29,18:30:00,6714.0,69.0,5303.0,29.0,94.0,2841.0,-14.0,106.0,0.0,0.0,0.0,0.0,-1715.0,,,,,,,,,,,,,,902.0,,0.0,,,,,25.0,1945.0,,126.0,,,,,,,,,,,708.0,,,139.0,1.03,6.47,78.98,39.08,0.43,4.23,1.4,5.98,42.31,24.78,1.58,55.79
Données définitives,2022-08-29,04:30:00,4897.0,282.0,5706.0,35.0,0.0,693.0,-1303.0,113.0,0.0,0.0,0.0,0.0,-630.0,,,,,,,,,,,,,,47.0,,0.0,,,,,12.0,1980.0,,222.0,,,,,,,,,,,1870.0,,,572.0,5.76,26.43,116.52,42.05,0.71,5.11,0.0,0.0,14.15,6.05,2.31,59.47
Données définitives,2021-10-24,02:30:00,6497.0,62.0,11688.0,148.0,0.0,808.0,-726.0,108.0,0,0,0,0,-5592.0,,1709,,625,,,,,128,53,,112,,37,,22,,,,,70,5097,,463,,,,0,,,3,,,,1820,,,714,0.95,5.71,179.9,86.13,2.28,20.76,0.0,0.0,12.44,7.06,1.66,56.84
Données définitives,2022-04-26,09:30:00,7557.0,352.0,7920.0,20.0,444.0,4175.0,-3.0,105.0,0.0,0.0,0.0,0.0,-5457.0,,,,,,,,,,,,,,1661.0,,134.0,,,,,126.0,2521.0,,110.0,,,,,,,,,,,1345.0,,,525.0,4.66,33.49,104.8,58.36,0.26,2.8,5.88,28.21,55.25,37.14,1.39,48.39
Données définitives,2021-05-04,21:00:00,6975.0,12.0,8275.0,328.0,0.0,2961.0,-5.0,99.0,0,0,0,0,-4695.0,,1307,,625,,,,,96,137,,67,,109,,3,,,,,22,5132,,593,,,,0,,,362,,,,1050,,,379,0.17,1.11,118.64,60.98,4.7,53.16,0.0,0.0,42.45,25.12,1.42,52.94
